region,completion_days
Central,17.528133648422333
Central,23.67565827335778
Central,15.073246536840735
Central,21.71204427281223
Central,22.224332564470792
Central,21.96127953022321
Central,21.651193192580575
Central,13.139789541778288
Central,18.592111577224458
Central,24.778832403975656
Central,27.850103026252242
Central,15.73637738453785
Central,13.390694673927635
Central,17.1685263107557
Central,23.295890671604496
Central,20.93007015466461
Central,25.03519606978124
Central,19.94174493671975
Central,21.511078942518623
Central,29.230348592942374
Central,19.443197813254724
Central,22.588667576608362
Central,17.27244145749835
Central,12.421459927534256
Central,21.15739774571458
Central,18.71872038933972
Central,17.823839264330548
Central,24.501771015854008
Central,10.468649109997198
Central,25.78764272480423
Central,17.570033183815497
Central,21.978668778019944
Central,24.10047807586635
Central,20.76282088003231
Coastal,9.757659239796334
Coastal,12.483590940661472
Coastal,15.522002514964708
Coastal,18.90880769004247
Coastal,15.357315370454563
Coastal,17.00651513621846
Coastal,16.04354409141734
Coastal,21.925720690363303
Coastal,15.525018338508108
Coastal,19.181936949390042
Coastal,14.867020349788561
Coastal,15.002541767131918
Coastal,5.09864580911313
Coastal,18.361122482394094
Coastal,15.805823918446565
Coastal,14.593566329485736
Coastal,13.209573183273033
Coastal,17.18073204255832
Coastal,22.349574162138566
Coastal,20.87591017218157
Coastal,20.984715838481947
Coastal,13.496286244990213
Coastal,19.367714456677675
Coastal,17.54586025753655
Coastal,19.98486286575035
Coastal,19.841812175685394
Coastal,15.98892931920864
Coastal,16.741317613414317
Coastal,20.718316627051465
Coastal,14.295776843687767
Coastal,12.456899966140885
Coastal,17.135786478131052
Coastal,6.676868662794506
Coastal,12.042927744911989
Coastal,17.201057686623376
Coastal,15.642640695071073
Coastal,12.29455508260023
Coastal,14.726911518254578
Coastal,19.44964345931578
Coastal,20.771562023237063
Coastal,13.294709802632518
Coastal,10.693624046468718
Coastal,17.003311865815377
Coastal,28.327836676614226
Coastal,7.758375868754415
Coastal,14.297690553934203
Coastal,15.307272981940878
Coastal,22.430377835824604
Coastal,18.418620826135
Coastal,21.407133656604483
Coastal,9.148045665133811
Coastal,10.436585232915249
Coastal,10.650977966785963
Coastal,11.908756782568876
Coastal,15.773518935156892
Coastal,21.015572508473717
Coastal,16.059166630302492
Coastal,18.0306145212
Coastal,15.833655516808498
Coastal,12.701454924071273
Coastal,21.436303512284823
Coastal,13.19777252098563
Coastal,10.349456518201244
Coastal,16.222999848218002
Coastal,24.39220725658515
Coastal,17.47520733472022
Coastal,17.085620442003187
Coastal,13.627625929562832
Coastal,13.099588445192783
Coastal,18.093779192101614
Coastal,27.555813351067066
Coastal,20.837032708417244
Coastal,4.20977370323693
Coastal,13.08777034260389
Coastal,22.754666677929407
Coastal,13.891313603731547
Coastal,18.336054890282927
Coastal,14.29445202130837
Coastal,12.506280564323303
Coastal,14.912712541328009
Coastal,14.535977864522044
Coastal,34.27691017770983
Coastal,17.999074783416486
Coastal,4.926285052804033
Coastal,23.663421464399832
Coastal,12.788302806023651
Coastal,13.194662047673404
Coastal,14.262378100945313
Coastal,20.347811098383282
Coastal,18.81267167277377
Highlands,23.976149623780575
Highlands,30.46335104653908
Highlands,18.204204162784674
Highlands,20.20036907958306
Highlands,33.84511438879025
Highlands,28.464459258978057
Highlands,31.55543158157279
Highlands,27.663909157120013
Highlands,23.706902904552354
Highlands,26.894414215571224
Highlands,28.057206179144977
Highlands,12.042231156011344
Highlands,36.71901142799454
Highlands,23.792997988305068
Highlands,26.333790303598036
Highlands,20.93130058091514
Highlands,17.135684410646775
Highlands,16.45596837846709
Highlands,18.128329910344064
Highlands,13.593819632163886
Highlands,22.381465798229218
Highlands,12.443436063489735
Highlands,10.234145950671394
Highlands,17.36684958443218
Highlands,36.784482358477575
Highlands,22.229602345353854
Highlands,19.81476267099462
Highlands,27.822426002939842
Highlands,26.192167940763778
Highlands,25.53392237479957
Highlands,32.93908347632271
Highlands,26.660935654340523
Highlands,15.92689816552921
Highlands,22.6714161318938
Highlands,29.349225857740855
Highlands,22.303417750399635
Highlands,19.874589245817308
Highlands,23.234121732290017
Highlands,10.732495546206502
Highlands,20.42382946470249
Highlands,26.42083442187709
Highlands,17.70985408914257
Highlands,21.69077413027894
Highlands,23.37192033875171
Highlands,19.97716723338996
Highlands,33.52074775754972
Highlands,6.590156197352632
Highlands,25.655713544852144
Highlands,19.15423280901654
Highlands,25.914091035970284
Highlands,19.462935170423286
Highlands,24.93586284358075
Lake,19.405912333392358
Lake,13.697123370237176
Lake,9.302611549684718
Lake,17.821543103406327
Lake,25.866752315747704
Lake,25.786021301449647
Lake,22.419124759582807
Lake,20.24060626327512
Lake,17.391299239074364
Lake,23.63829675782611
Lake,18.293962467304787
Lake,27.787780697956478
Lake,25.38142821427975
Lake,19.10922848731491
Lake,10.422690531162285
Lake,23.594807869238497
Lake,8.727932674198861
Lake,21.861140944491567
Lake,21.498147345368103
Lake,8.605547662866984
Lake,15.227724742292882
Lake,16.602916261358324
Lake,16.04007124123836
Lake,18.910021866911663
Lake,12.407690858457757
Lake,18.229178962355427
Lake,6.480035711401399
Lake,7.040181615792406
Lake,10.601966264214298
Lake,20.364677757664545
Lake,27.828730631797804
Lake,26.443251430743782
Lake,20.23537434018271
Lake,17.713532510086186
Lake,24.21376734955448
Lake,28.217102155968874
Lake,22.56625900606469
Lake,12.112194616845816
Lake,23.164111371882594
Lake,18.07422399668935
Lake,12.734986984043823
Lake,13.515950447611878
Lake,21.38759324146139
Lake,16.196330854220196
Lake,14.529841885163771
Lake,19.1529785279363
Lake,21.40126073034976
Lake,14.966984332984431
Lake,12.38980083004364
Lake,15.93835973092773
Lake,23.693504579077192
Lake,19.943660613448642
Lake,15.866642570839808
Lake,17.63749922913611
Lake,26.515263714336328
Lake,18.22154891240227
Lake,17.794061317048655
Lake,20.290845662917068
Lake,13.765308890746558
Lake,18.02811416203719
Lake,19.268176881506545
Lake,12.79459792517073
Lake,13.637140946219812
Lake,14.771512073417185
Lake,17.656863368989843
Lake,22.699068408814696
Lake,22.926469510056453
Lake,25.853365982814577
Lake,14.961038255812635
Lake,17.01549059181993
Lake,12.391376435259215
Lake,10.272027652261341
Lake,28.02324760013165
Lake,15.366709735714373
Lake,8.263454173308496
Lake,16.444217132070566
Lake,7.008597881753152
Lake,13.255361287177102
Lake,18.514044384988647
Lake,23.256908927107983
Lake,15.522223756107428
Lake,6.785062970317004
Lake,20.139880428908192
Lake,17.77522912089894
Lake,20.29461487299521
Lake,29.132594192709462
Lake,24.39790895226351
Lake,13.169779608768177
Lake,18.566250011273095
Lake,27.008430856466134
Lake,16.541241250113316
Lake,15.360184552463622
Lake,23.467856131488936
Lake,9.805551573289668
Lake,10.400342457845223
Lake,20.054508785192
Lake,26.40959272788981
Lake,16.165013697631352
Lake,10.389849661304936
Lake,15.237641973626044
Lake,13.325043022541088
Lake,19.280463208181494
Lake,22.96886594193026
Lake,17.287163209739955
Lake,7.237239714485092
Lake,20.819070969343553
Lake,17.27933193488138
Lake,14.365415538305799
Lake,14.32181640952612
Lake,19.029467320578597
Lake,15.008697039724655
Lake,19.422244292503965
Lake,9.15630406571301
Lake,17.23109683903528
Lake,15.517860388195372
Lake,18.18371259384087
Lake,11.788735667653938
Lake,17.57917012964327
Lake,18.328074585868908
Lake,22.105573316759326
Lake,20.057135548027386
Lake,13.959548497635172
Lake,23.15988220110598
Lake,24.463594597478416
Lake,10.274744023199776
Lake,19.884434184952855
Lake,11.368669523032544
Lake,19.803772414522754
Lake,17.330687330332015
Lake,17.88793642190651
