"0","fig = px.scatter("
"0","    df,"
"0","    x=""study_hours"","
"0","    y=""math_score"","
"0","    color=""test_prep"","
"0","    hover_data=[""group"", ""reading_score"", ""writing_score""],"
"0","    title=""Study Hours vs Math Score (Interactive)"","
"0",")"
"0",""
"0","set_cdi_theme(fig, title_x=0.5)"
"1","Figure({
    'data': [{'customdata': array([['Group B', 64, 51],
                                   ['Group A', 74, 61],
                                   ['Group B', 67, 64],
                                   ...,
                                   ['Group B', 59, 64],
                                   ['Group A', 77, 69],
                                   ['Group B', 59, 86]], shape=(105, 3), dtype=object),
              'hovertemplate': ('test_prep=completed<br>study_h' ... '{customdata[2]}<extra></extra>'),
              'legendgroup': 'completed',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'completed',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('MzMzMzMzD0BmZmZmZmYWQGZmZmZmZh' ... 'AAAAAAHEDNzMzMzMwaQAAAAAAAAB5A'),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('OklGLzY7RjdGVkRXWypSVFdAOy1GQD' ... 'xGRFFQWDFPOExQQFtbQVFNTERFPUNH'),
                    'dtype': 'i1'},
              'yaxis': 'y'},
             {'customdata': array([['Group A', 85, 61],
                                   ['Group A', 65, 73],
                                   ['Group A', 67, 48],
                                   ...,
                                   ['Group A', 51, 55],
                                   ['Group A', 77, 57],
                                   ['Group B', 76, 69]], shape=(155, 3), dtype=object),
              'hovertemplate': ('test_prep=none<br>study_hours=' ... '{customdata[2]}<extra></extra>'),
              'legendgroup': 'none',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'none',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('zczMzMzMHkCamZmZmZkiQDMzMzMzMw' ... 'zMzBRAmpmZmZmZIEAzMzMzMzMbQA=='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('Q1M8RENCOkA9OiRKOTw+Pk49P1cxRz' ... '00SEUySERQQ1E9VDxVNS45RUA/Sjk='),
                    'dtype': 'i1'},
              'yaxis': 'y'}],
    'layout': {'font': {'color': '#374151', 'family': 'Inter, Arial, sans-serif', 'size': 14},
               'legend': {'orientation': 'h', 'title': {'text': 'test_prep'}, 'tracegroupgap': 0, 'x': 0, 'y': -0.2},
               'margin': {'b': 40, 'l': 40, 'r': 20, 't': 70},
               'template': '...',
               'title': {'font': {'color': '#036281', 'family': 'Inter, Arial, sans-serif', 'size': 18},
                         'text': 'Study Hours vs Math Score (Interactive)',
                         'x': 0},
               'xaxis': {'anchor': 'y',
                         'domain': [0.0, 1.0],
                         'showgrid': False,
                         'title': {'text': 'study_hours'},
                         'zeroline': False},
               'yaxis': {'anchor': 'x',
                         'domain': [0.0, 1.0],
                         'gridcolor': '#E5E7EB',
                         'showgrid': True,
                         'title': {'text': 'math_score'},
                         'zeroline': False}}
})
"
"0","# Development mode: interactive view + exported PNG"
"0","show_and_save_plotly(fig, show=True)  # figures/06_001.png"
"1","Saved PNG → figures/06_001.png
<IPython.core.display.Markdown object>
"
