"0","fig = px.histogram("
"0","    df,"
"0","    x=""math_score"","
"0","    color=""test_prep"","
"0","    barmode=""overlay"","
"0","    opacity=0.65,"
"0","    nbins=30,"
"0","    title=""Distribution of Math Scores"","
"0",")"
"0",""
"0","set_cdi_theme(fig, title_x=0.5)"
"1","Figure({
    'data': [{'bingroup': 'x',
              'hovertemplate': 'test_prep=completed<br>math_score=%{x}<br>count=%{y}<extra></extra>',
              'legendgroup': 'completed',
              'marker': {'color': '#636efa', 'opacity': 0.65, 'pattern': {'shape': ''}},
              'name': 'completed',
              'nbinsx': 30,
              'orientation': 'v',
              'showlegend': True,
              'type': 'histogram',
              'x': {'bdata': ('OklGLzY7RjdGVkRXWypSVFdAOy1GQD' ... 'xGRFFQWDFPOExQQFtbQVFNTERFPUNH'),
                    'dtype': 'i1'},
              'xaxis': 'x',
              'yaxis': 'y'},
             {'bingroup': 'x',
              'hovertemplate': 'test_prep=none<br>math_score=%{x}<br>count=%{y}<extra></extra>',
              'legendgroup': 'none',
              'marker': {'color': '#EF553B', 'opacity': 0.65, 'pattern': {'shape': ''}},
              'name': 'none',
              'nbinsx': 30,
              'orientation': 'v',
              'showlegend': True,
              'type': 'histogram',
              'x': {'bdata': ('Q1M8RENCOkA9OiRKOTw+Pk49P1cxRz' ... '00SEUySERQQ1E9VDxVNS45RUA/Sjk='),
                    'dtype': 'i1'},
              'xaxis': 'x',
              'yaxis': 'y'}],
    'layout': {'barmode': 'overlay',
               'font': {'color': '#374151', 'family': 'Inter, Arial, sans-serif', 'size': 14},
               'legend': {'orientation': 'h', 'title': {'text': 'test_prep'}, 'tracegroupgap': 0, 'x': 0, 'y': -0.2},
               'margin': {'b': 40, 'l': 40, 'r': 20, 't': 70},
               'template': '...',
               'title': {'font': {'color': '#036281', 'family': 'Inter, Arial, sans-serif', 'size': 18},
                         'text': 'Distribution of Math Scores',
                         'x': 0},
               'xaxis': {'anchor': 'y',
                         'domain': [0.0, 1.0],
                         'showgrid': False,
                         'title': {'text': 'math_score'},
                         'zeroline': False},
               'yaxis': {'anchor': 'x',
                         'domain': [0.0, 1.0],
                         'gridcolor': '#E5E7EB',
                         'showgrid': True,
                         'title': {'text': 'count'},
                         'zeroline': False}}
})
"
"0","# Book rendering: save PNG only (no interactive output)"
"0","show_and_save_plotly(fig, show=False)  # figures/06_002.png"
"1","Saved PNG → figures/06_002.png
<IPython.core.display.Markdown object>
"
