"0","fig = px.scatter("
"0","    df,"
"0","    x=""study_hours"","
"0","    y=""math_score"","
"0","    color=""test_prep"","
"0","    facet_col=""group"","
"0","    title=""Study Hours vs Math Score (Faceted by Group)"","
"0",")"
"0",""
"0","set_cdi_theme(fig, title_x=0.5)"
"1","Figure({
    'data': [{'hovertemplate': ('test_prep=completed<br>group=G' ... 'math_score=%{y}<extra></extra>'),
              'legendgroup': 'completed',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'completed',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('MzMzMzMzD0BmZmZmZmYQQGZmZmZmZh' ... 'zMzMwaQAAAAAAAABxAAAAAAAAAHkA='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': 'OkY7RkZWRFdbKkA7LUhNVEU6U0tOP0RJS1AzRUc5SkpNRVFQOExQQFtRTEQ9Rw==', 'dtype': 'i1'},
              'yaxis': 'y'},
             {'hovertemplate': ('test_prep=completed<br>group=G' ... 'math_score=%{y}<extra></extra>'),
              'legendgroup': 'completed',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'completed',
              'orientation': 'v',
              'showlegend': False,
              'type': 'scatter',
              'x': {'bdata': ('ZmZmZmZmFkAAAAAAAAAaQAAAAAAAAA' ... 'MzMwdAAAAAAAAAJEDNzMzMzMwaQA=='),
                    'dtype': 'f8'},
              'xaxis': 'x2',
              'y': {'bdata': 'SS82N1JUV0ZAP1NRRUdJVj5VTU5ITlg+R0hAQ0NMOURRWFJLS1dMSD1JSk9EPEo/PEZEWDFPW0FNRUM=',
                    'dtype': 'i1'},
              'yaxis': 'y2'},
             {'hovertemplate': ('test_prep=none<br>group=Group ' ... 'math_score=%{y}<extra></extra>'),
              'legendgroup': 'none',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'none',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('MzMzMzMzIUCamZmZmZkRQDMzMzMzMx' ... 'zMzMzMGEAAAAAAAAAhQDMzMzMzMxtA'),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': 'Q0I6PTokPlcxPUtEST5KSD4vYDo5Sj5EPDhOR005QUhMNThATzs4QUk9VjBNVkRFRiA8SEVIUFFUPFU5',
                    'dtype': 'i1'},
              'yaxis': 'y'},
             {'hovertemplate': ('test_prep=none<br>group=Group ' ... 'math_score=%{y}<extra></extra>'),
              'legendgroup': 'none',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'none',
              'orientation': 'v',
              'showlegend': False,
              'type': 'scatter',
              'x': {'bdata': ('zczMzMzMHkCamZmZmZkiQDMzMzMzMw' ... 'AAABhAzczMzMzMFECamZmZmZkgQA=='),
                    'dtype': 'f8'},
              'xaxis': 'x2',
              'y': {'bdata': ('Q1M8REBKOTw+Tj0/RzYrR0FFOTFLRE' ... 'w/PzM9TUFSQj00MkRDPTUuOUVAP0o='),
                    'dtype': 'i1'},
              'yaxis': 'y2'}],
    'layout': {'annotations': [{'font': {},
                                'showarrow': False,
                                'text': 'group=Group B',
                                'x': 0.245,
                                'xanchor': 'center',
                                'xref': 'paper',
                                'y': 1.0,
                                'yanchor': 'bottom',
                                'yref': 'paper'},
                               {'font': {},
                                'showarrow': False,
                                'text': 'group=Group A',
                                'x': 0.755,
                                'xanchor': 'center',
                                'xref': 'paper',
                                'y': 1.0,
                                'yanchor': 'bottom',
                                'yref': 'paper'}],
               'font': {'color': '#374151', 'family': 'Inter, Arial, sans-serif', 'size': 14},
               'legend': {'orientation': 'h', 'title': {'text': 'test_prep'}, 'tracegroupgap': 0, 'x': 0, 'y': -0.2},
               'margin': {'b': 40, 'l': 40, 'r': 20, 't': 70},
               'template': '...',
               'title': {'font': {'color': '#036281', 'family': 'Inter, Arial, sans-serif', 'size': 18},
                         'text': 'Study Hours vs Math Score (Faceted by Group)',
                         'x': 0},
               'xaxis': {'anchor': 'y',
                         'domain': [0.0, 0.49],
                         'showgrid': False,
                         'title': {'text': 'study_hours'},
                         'zeroline': False},
               'xaxis2': {'anchor': 'y2',
                          'domain': [0.51, 1.0],
                          'matches': 'x',
                          'showgrid': False,
                          'title': {'text': 'study_hours'},
                          'zeroline': False},
               'yaxis': {'anchor': 'x',
                         'domain': [0.0, 1.0],
                         'gridcolor': '#E5E7EB',
                         'showgrid': True,
                         'title': {'text': 'math_score'},
                         'zeroline': False},
               'yaxis2': {'anchor': 'x2',
                          'domain': [0.0, 1.0],
                          'gridcolor': '#E5E7EB',
                          'matches': 'y',
                          'showgrid': True,
                          'showticklabels': False,
                          'zeroline': False}}
})
"
"0","show_and_save_plotly(fig, show=False)  # figures/06_004.png"
"1","Saved PNG → figures/06_004.png
<IPython.core.display.Markdown object>
"
