"0","fig = px.box("
"0","    df,"
"0","    x=""test_prep"","
"0","    y=""math_score"","
"0","    points=""outliers"","
"0","    title=""Math Score by Test Preparation"","
"0",")"
"0",""
"0","fig.update_layout("
"0","    xaxis_title=""Test preparation"","
"0","    yaxis_title=""Math score"","
"0",")"
"1","Figure({
    'data': [{'alignmentgroup': 'True',
              'boxpoints': 'outliers',
              'hovertemplate': 'test_prep=%{x}<br>math_score=%{y}<extra></extra>',
              'legendgroup': '',
              'marker': {'color': '#636efa'},
              'name': '',
              'notched': False,
              'offsetgroup': '',
              'orientation': 'v',
              'showlegend': False,
              'type': 'box',
              'x': array(['completed', 'none', 'none', ..., 'completed', 'completed', 'none'],
                         shape=(260,), dtype=object),
              'x0': ' ',
              'xaxis': 'x',
              'y': {'bdata': ('OkNTPERDQklGOi9APTY6OyRKRjk3PD' ... 'A8W1VbQTVRLjlFTUBMP0RKRT1DRzk='),
                    'dtype': 'i1'},
              'y0': ' ',
              'yaxis': 'y'}],
    'layout': {'boxmode': 'group',
               'legend': {'tracegroupgap': 0},
               'template': '...',
               'title': {'text': 'Math Score by Test Preparation'},
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'Test preparation'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'Math score'}}}
})
"
"0","fig.update_traces("
"0","    boxpoints=""all"","
"0","    jitter=0.25,"
"0","    pointpos=0,"
"0","    marker=dict(size=4, opacity=0.6),"
"0",")"
"1","Figure({
    'data': [{'alignmentgroup': 'True',
              'boxpoints': 'all',
              'hovertemplate': 'test_prep=%{x}<br>math_score=%{y}<extra></extra>',
              'jitter': 0.25,
              'legendgroup': '',
              'marker': {'color': '#636efa', 'opacity': 0.6, 'size': 4},
              'name': '',
              'notched': False,
              'offsetgroup': '',
              'orientation': 'v',
              'pointpos': 0,
              'showlegend': False,
              'type': 'box',
              'x': array(['completed', 'none', 'none', ..., 'completed', 'completed', 'none'],
                         shape=(260,), dtype=object),
              'x0': ' ',
              'xaxis': 'x',
              'y': {'bdata': ('OkNTPERDQklGOi9APTY6OyRKRjk3PD' ... 'A8W1VbQTVRLjlFTUBMP0RKRT1DRzk='),
                    'dtype': 'i1'},
              'y0': ' ',
              'yaxis': 'y'}],
    'layout': {'boxmode': 'group',
               'legend': {'tracegroupgap': 0},
               'template': '...',
               'title': {'text': 'Math Score by Test Preparation'},
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'Test preparation'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'Math score'}}}
})
"
"0","set_cdi_theme(fig, title_x=0.5)"
"1","Figure({
    'data': [{'alignmentgroup': 'True',
              'boxpoints': 'all',
              'hovertemplate': 'test_prep=%{x}<br>math_score=%{y}<extra></extra>',
              'jitter': 0.25,
              'legendgroup': '',
              'marker': {'color': '#636efa', 'opacity': 0.6, 'size': 4},
              'name': '',
              'notched': False,
              'offsetgroup': '',
              'orientation': 'v',
              'pointpos': 0,
              'showlegend': False,
              'type': 'box',
              'x': array(['completed', 'none', 'none', ..., 'completed', 'completed', 'none'],
                         shape=(260,), dtype=object),
              'x0': ' ',
              'xaxis': 'x',
              'y': {'bdata': ('OkNTPERDQklGOi9APTY6OyRKRjk3PD' ... 'A8W1VbQTVRLjlFTUBMP0RKRT1DRzk='),
                    'dtype': 'i1'},
              'y0': ' ',
              'yaxis': 'y'}],
    'layout': {'boxmode': 'group',
               'font': {'color': '#374151', 'family': 'Inter, Arial, sans-serif', 'size': 14},
               'legend': {'orientation': 'h', 'tracegroupgap': 0, 'x': 0, 'y': -0.2},
               'margin': {'b': 40, 'l': 40, 'r': 20, 't': 70},
               'template': '...',
               'title': {'font': {'color': '#036281', 'family': 'Inter, Arial, sans-serif', 'size': 18},
                         'text': 'Math Score by Test Preparation',
                         'x': 0},
               'xaxis': {'anchor': 'y',
                         'domain': [0.0, 1.0],
                         'showgrid': False,
                         'title': {'text': 'Test preparation'},
                         'zeroline': False},
               'yaxis': {'anchor': 'x',
                         'domain': [0.0, 1.0],
                         'gridcolor': '#E5E7EB',
                         'showgrid': True,
                         'title': {'text': 'Math score'},
                         'zeroline': False}}
})
"
"0","show_and_save_plotly(fig, show=False)  # figures/06_003.png"
"1","Saved PNG → figures/06_006.png
<IPython.core.display.Markdown object>
"
